0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,MSE_train,MSE_test,R2_train,R2_test
79.74665357021756,1392.911044011175,10463.83739405717,25845.39603353704,-28439.321650621907,-842752.8469458455,-2304258.903187859,171233.64769155433,1001992.0264891906,21520373.514235333,42368577.22043037,-2638574.0188031704,9669866.704746984,-33178491.925486725,-267610852.9631989,-407522924.1996927,46926047.74474597,-100655004.33266997,-52340024.466767944,436956887.28305155,1952380188.4772384,2446051661.10471,-400103556.76270026,554936066.1675429,408202980.0223654,118045729.62522823,-3164006627.0981913,-9197106868.54675,-9859504828.077517,1841031844.5368066,-1612126592.782615,-1984078496.431095,-1148753222.6518633,524707696.6082771,14182701827.482656,29587980133.67739,27742739101.673622,-5149443664.554515,2009724457.0311172,6996440110.560785,2146905450.4076085,4100165317.053856,-5871729687.663805,-41608290726.54901,-67304592065.353676,-55608608521.63612,9321427789.022512,1180326828.4132671,-14854293833.647915,-6762075879.999853,-2776314944.0450187,-10287611127.0624,23336763330.64402,82153051774.61453,110518507727.67358,79907982707.34808,-11161055203.606081,-8160034419.513546,18746715328.3001,16905970033.842972,-926718154.9830525,9886296615.946144,13833989488.583,-52365300488.45532,-110033088654.63852,-132221177364.83829,-81724135819.45085,8703040627.559315,13522011437.047462,-14078241219.64801,-22553959213.076878,-3983868010.020277,3347151398.6092577,-18934820781.493454,-8207371894.93446,73533290294.73679,98690556082.99644,114934077861.15504,58067285594.196045,-4120300618.958393,-12251166236.3149,5601867461.973104,16885979325.1885,10227256359.751373,-6981929180.278178,4036641264.7332315,16944396158.014456,-670103808.1414824,-66401563880.87014,-56816729445.72958,-71233344213.02502,-27238709520.515583,946624438.3852994,6485482395.8901,-185113888.43330377,-7940900046.898661,-6597634787.496309,-551414351.3598168,6216071225.944689,-8389388192.534281,-6343731118.5920725,3304396302.8078327,37789578929.74706,19000687172.706177,30064671830.495575,7582709554.054385,8939253.392640114,-1854570278.742679,-837106462.7636263,2503411128.245554,1416106933.0249414,1921710672.5159872,-1925733022.2120404,-1332236045.4623713,4710920579.288158,11766618.74775219,-1334482193.7774186,-12446674245.293304,-2809982047.975789,-7796037599.059789,-948378627.7217534,-34599298.327017784,215997949.10209465,256479562.21772623,-417526046.3502648,-15558724.908768892,-456981305.26838994,132258655.48205066,291049211.91511977,80926116.70321333,-972915349.5762916,442822991.2951236,105152954.57434416,1825420445.9890642,344688.84982302785,941563253.6079903,24748.556692370497,24771.96773518708,0.7803003346414438,0.7799058371532718
