0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,MSE_train,MSE_test,R2_train,R2_test
0.0,-156.23145320362073,-3.4458691199790223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113030.95196149201,113037.95181068777,-3.628565303962601,-3.630880326859197
0.0,221.45559620299764,-272.64464634677415,-327.94400369214355,-91.89086806317988,340.15803862648994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97867.44834768692,97865.5048505113,-1.4724114441932792,-1.4715640519871895
0.0,850.594843637413,-11.805833306761276,-2121.668726455079,379.33519512011344,-907.4492349543003,1045.5408435678105,191.0197423429574,-612.5155729895661,1084.2735544584891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82874.83224900728,82884.79005766503,-0.518509882530416,-0.5197166138909266
0.0,98.17985466092193,2017.2884515424837,978.7680762919522,350.2329368671413,-10072.42643025657,-2751.3112122433963,-800.8013497288258,152.16432396860313,14307.653919902888,1430.7636628757302,953.097045658821,-492.5429507538019,-109.34954249557661,-6179.241688561259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68908.06532905201,68976.53174794474,-0.005323344407912378,-0.0065993039478102755
0.0,-227.93880260899385,4108.8407690850845,6627.9755666345045,-4671.510824994511,-19806.118937264004,-17832.561136975382,4310.732407640343,11130.426538072945,32169.307043155546,15661.148546792127,2115.4963543842564,-9188.697474921311,-9840.987335141961,-20523.596920885077,-4303.33028793057,-3470.4056490729477,5251.973874253386,-124.25722158988495,4542.333720110682,4019.073205726518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63300.2948968713,63356.76480344357,0.14633205455875842,0.14520291562449328
-5.7164777195851564e-11,-544.1525652070161,521.3711804695531,3404.3137392134163,5273.2479108442585,6019.469288352501,-1812.1573531186675,-6944.519782765706,-25449.2380824287,-47349.70486573437,-13218.993221644667,5420.327965621705,26870.30342139057,35166.86103439759,108581.64676217116,19215.828575790038,-4223.804961999865,3401.9219177399054,-50218.53553525619,-5635.131046223739,-103858.70222678709,-7013.599190775438,-1560.6796305373778,4013.923254984508,-4077.907962450011,25884.069729620576,-8081.4326603248355,36119.1792249737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55798.288047971924,55842.37596979241,0.3166409942889461,0.3156911437018022
-9.005582001437458e-12,-1528.6624689337566,-3183.4542628724,6467.810074397487,24611.535955949388,33819.92574216324,-21551.24691180037,-32649.33635980259,-122667.08126068747,-134358.9471601608,71367.71416033036,-29754.392025495552,184551.1048206845,222913.30224110218,255236.5094583161,-137788.69789211088,104157.61945539623,-101776.15909965364,-258935.09287130868,-191640.70771958865,-243429.13380191373,122035.4856389813,-83080.5458083406,6232.80143198919,114177.51841606078,140036.247755104,86411.73260378857,107111.3688635668,-39011.13044940764,17625.419824311204,20215.71072438154,-32993.66616281346,-20241.988027535215,-29175.906079820958,-18195.303745076806,-15181.65508877427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53795.56360219827,53840.260590651626,0.35694075412219695,0.3559540497518868
-8.365144019301631e-09,-4433.487503802578,-400.3580892889069,38307.26168689901,38879.5793222259,-16583.7697950879,-188291.69773433582,-176988.4168601462,-76586.441034247,172087.75325138323,659004.989938347,252315.30310126155,473291.6104017103,-94029.56483451131,-749514.4983812809,-1451115.09511472,116257.3110595395,-1091013.8280048284,-20880.283333357624,209145.79653645353,1750505.2274499342,1811264.061671527,-611146.5337213356,1011542.040268085,748815.7294169368,-777729.8239772733,164429.17828131432,-2253691.9699046486,-1166854.346252516,551062.5358750048,-431623.97802201676,-530611.1903324628,-139262.4344996462,789018.9976589249,-443194.75082995615,1498994.7163034712,301953.28814142675,-165076.11680809106,62581.029153478776,144182.6484287109,46924.96578743943,5253.489342539079,-257089.86005778535,201456.47033482065,-401356.34267093416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46387.87223987374,46435.20373740896,0.49059794162998316,0.48984052174868986
9.223738047757042e-08,-4807.959243743359,-608.9625278440121,59334.438113073265,13376.242878449308,14260.856556048366,-348100.18557068805,-134122.4883345004,100088.10027464354,-165833.9503169658,1242898.0284824886,586548.6425061087,-370374.4195966221,-340296.44114286586,835823.9084052108,-2843958.1051208316,-950263.4667943213,-341064.2650953853,2040736.0984675295,746.7400867102479,-2431480.503504363,4128896.8738415926,246951.3467147339,2303144.810177608,-2879620.3448660877,-1976473.723261686,608118.8064564276,4465919.597051244,-3661241.0617770622,940030.4331249157,-3033132.931700152,1067459.7994374253,3556366.688179233,-245090.0110238255,-171140.70047044335,-5023441.735544739,1807375.1507971687,-1037125.9140754854,1759907.8272173926,214421.98226607963,-1630811.587780484,-1347564.3043692417,1124744.3747562198,-492015.5228379372,3100421.2539100265,-380533.599215687,336695.1074001158,-434431.5072202496,-46155.52255288791,35215.56379610952,578678.9092732758,18046.131205815822,-379704.5715542285,277947.9379767976,-794937.853780427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43512.4489892337,43545.40317714037,0.5368000293652604,0.5360067935944797
-3.38110930369706e-05,3927.1334405319226,-2719.770456770338,-85505.24471855417,-58537.443809061835,107520.40080307965,744780.2105858882,650868.4413102567,209856.29357425083,-1126364.2431308327,-3687103.6283209147,-2609042.9189480203,-3106024.4814785677,748836.9238284024,5958038.063427614,11393489.44409559,6442783.049274461,9041087.467713188,5285570.818548629,-4602315.872744108,-19563693.232309993,-22647379.505751777,-10863568.646349719,-12715356.087249566,-18605014.265418444,2787412.571699783,5827427.484355026,42248512.16464977,28844685.405990425,12101968.794299576,11802294.48659576,19012461.210991535,18695651.183954444,-19719140.09422324,3592261.679481959,-59316208.151685275,-22679037.29940492,-8538622.399618875,-6837070.462472603,-11649147.99118707,-14779702.580131894,-7899084.094042033,24887149.317163013,-13867306.948974414,51488861.53077317,10004100.542433038,3510284.644720247,1815759.194466003,5318388.182671756,3429555.492885829,7561045.061310898,-1083277.2759088986,-13038802.935416797,11075931.23024833,-24901249.87935399,-1891971.038334757,-641287.9808565192,-118825.84357435256,-1000590.0351213906,-727844.1394862877,-379703.7861703355,-1837118.787861459,1398997.6974049043,2417825.67710259,-2936309.895975666,5107486.467235461,38453.90865297484,38504.39649717392,0.6115663538897941,0.6107822236641014
